koda,ime,priimek,skupna_uvrstitev,skupno_st_tock,poleti_uvrstitev,poleti_st_tock,drzava,leto,spol
144610,Mikhail,Nazarov,77,1,51,1,RUS,2019,M
143981,Andreas,Schuler,77,1,,0,SUI,2019,M
167417,Joakim,Aune,,0,,0,NOR,2019,M
165938,Andreas Granerud,Buskum,,0,,0,NOR,2019,M
71839,Sebastian,Colloredo,,0,,0,ITA,2019,M
139045,Luca,Egloff,,0,,0,SUI,2019,M
182595,Sandro,Hauswirth,,0,,0,SUI,2019,M
147016,Thomas,Hofer,,0,,0,AUT,2019,M
166436,Felix,Hoffmann,,0,,0,GER,2019,M
132096,Rok,Justin,,0,,0,SLO,2019,M
180692,Casey,Larson,,0,,0,USA,2019,M
182059,Jonathan,Learoyd,,0,,0,FRA,2019,M
174348,Clemens,Leitner,,0,,0,AUT,2019,M
136242,Sabirzhan,Muminov,,0,,0,KAZ,2019,M
197208,Mats Bjerke,Myhren,,0,,0,NOR,2019,M
154093,Martti,Nomme,,0,,0,EST,2019,M
194057,Dominik,Peter,,0,,0,SUI,2019,M
199944,Maksim,Sergeev,,0,,0,RUS,2019,M
177223,Matthew,Soukup,,0,,0,CAN,2019,M
196057,Sergey,Tkachenko,,0,,0,KAZ,2019,M
202354,Andrew,Urlaub,,0,,0,USA,2019,M
182349,Fredrik,Villumstad,,0,,0,NOR,2019,M
192476,Oscar P,Westerheim,,0,,0,NOR,2019,M
128281,Aleksander,Zniszczol,,0,,0,POL,2019,M
128286,Stefan,Kraft,1,1659,1,160,AUT,2020,M
128621,Karl,Geiger,2,1519,5,90,GER,2020,M
155620,Ryoyu,Kobayashi,3,1178,4,109,JPN,2020,M
111251,Dawid,Kubacki,4,1169,12,45,POL,2020,M
73228,Kamil,Stoch,5,1031,6,86,POL,2020,M
117450,Stephan,Leyhe,6,917,13,42,GER,2020,M
174872,Marius,Lindvik,7,906,11,46,NOR,2020,M
131309,Peter,Prevc,8,789,28,11,SLO,2020,M
147547,Daniel Andre,Tande,9,721,14,32,NOR,2020,M
147015,Philipp,Aschenwald,10,622,25,17,AUT,2020,M
73232,Piotr,Zyla,11,617,3,129,POL,2020,M
147549,Johann Andre,Forfang,12,579,9,51,NOR,2020,M
149215,Yukiya,Sato,13,559,32,4,JPN,2020,M
188590,Timi,Zajc,14,544,2,140,SLO,2020,M
162711,Anze,Lanisek,15,543,27,14,SLO,2020,M
189105,Constantin,Schmid,16,530,23,20,GER,2020,M
128806,Robert,Johansson,17,503,7,64,NOR,2020,M
139429,Daniel,Huber,18,417,18,25,AUT,2020,M
186516,Domen,Prevc,19,361,9,51,SLO,2020,M
106378,Gregor,Schlierenzauer,20,356,,0,AUT,2020,M
99976,Pius,Paschke,21,353,16,27,GER,2020,M
117835,Michael,Hayboeck,22,350,14,32,AUT,2020,M
117441,Markus,Eisenbichler,23,304,24,18,GER,2020,M
73166,Daiki,Ito,24,285,,0,JPN,2020,M
153777,Killian,Peier,25,237,,0,SUI,2020,M
104161,Roman,Koudelka,26,220,30,6,CZE,2020,M
197640,Jan,Hoerl,27,210,,0,AUT,2020,M
164624,Ziga,Jelar,28,200,17,26,SLO,2020,M
185562,Robin,Pedersen,29,181,19,24,NOR,2020,M
126003,Junshiro,Kobayashi,30,162,20,22,JPN,2020,M
172117,Evgenii,Klimov,31,140,,0,RUS,2020,M
182547,Antti,Aalto,32,133,7,64,FIN,2020,M
164621,Cene,Prevc,33,112,,0,SLO,2020,M
182815,Keiichi,Sato,34,109,,0,JPN,2020,M
973,Simon,Ammann,35,81,,0,SUI,2020,M
203375,Thomas Aasen,Markeng,36,80,,0,NOR,2020,M
130646,Anze,Semenic,37,60,20,22,SLO,2020,M
149455,Jakub,Wolny,38,58,25,17,POL,2020,M
147499,Stefan,Huber,39,57,29,7,AUT,2020,M
132096,Rok,Justin,40,52,,0,SLO,2020,M
111930,Vladimir,Zografski,41,48,32,4,BUL,2020,M
118113,Maciej,Kot,42,40,,0,POL,2020,M
160506,Naoki,Nakamura,43,39,,0,JPN,2020,M
128618,Richard,Freitag,44,37,,0,GER,2020,M
189097,Anders,Haare,45,35,35,2,NOR,2020,M
73229,Stefan,Hula,46,31,,0,POL,2020,M
73277,Taku,Takeuchi,47,28,36,1,JPN,2020,M
189318,Moritz,Baer,48,24,,0,GER,2020,M
75837,Jurij,Tepes,49,21,22,21,SLO,2020,M
78803,Mackenzie,Boyd-clowes,50,20,,0,CAN,2020,M
124118,Gregor,Deschwanden,51,18,,0,SUI,2020,M
128281,Aleksander,Zniszczol,51,18,32,4,POL,2020,M
174572,Viktor,Polasek,53,15,,0,CZE,2020,M
173399,Kevin,Bickner,54,14,,0,USA,2020,M
182557,Yuken,Iwasa,54,14,,0,JPN,2020,M
196057,Sergey,Tkachenko,56,13,,0,KAZ,2020,M
181027,Artti,Aigro,57,11,31,5,EST,2020,M
180889,Niko,Kytosaho,58,10,,0,FIN,2020,M
194057,Dominik,Peter,58,10,,0,SUI,2020,M
218403,Marco,Woergoetter,60,9,,0,AUT,2020,M
180709,Halvor Egner,Granerud,61,8,,0,NOR,2020,M
120379,Klemens,Muranka,61,8,,0,POL,2020,M
188723,Luca,Roth,61,8,,0,GER,2020,M
165938,Andreas Granerud,Buskum,64,6,,0,NOR,2020,M
174348,Clemens,Leitner,64,6,,0,AUT,2020,M
128447,Clemens,Aigner,66,5,,0,AUT,2020,M
143981,Andreas,Schuler,66,5,,0,SUI,2020,M
63739,Dmitriy,Vassiliev,66,5,,0,RUS,2020,M
135583,Roman,Trofimov,69,3,,0,RUS,2020,M
128458,Hiroaki,Watanabe,69,3,,0,JPN,2020,M
204489,Sondre,Ringen,69,3,,0,NOR,2020,M
171479,Tilen,Bartol,69,3,,0,SLO,2020,M
100406,Shohei,Tochimoto,73,2,,0,JPN,2020,M
72563,Severin,Freund,73,2,,0,GER,2020,M
192465,Joacim Oedegaard,Bjoereng,,0,,0,NOR,2020,M
136168,Federico,Cecon,,0,,0,ITA,2020,M
182062,Mathis,Contamine,,0,,0,FRA,2020,M
17013,Manuel,Fettner,,0,,0,AUT,2020,M
166435,Martin,Hamann,,0,,0,GER,2020,M
90236,Denis,Kornilov,,0,,0,RUS,2020,M
108867,Cestmir,Kozisek,,0,,0,CZE,2020,M
136242,Sabirzhan,Muminov,,0,,0,KAZ,2020,M
197208,Mats Bjerke,Myhren,,0,,0,NOR,2020,M
144610,Mikhail,Nazarov,,0,,0,RUS,2020,M
196090,Philipp,Raimund,,0,,0,GER,2020,M
147022,Filip,Sakala,,0,,0,CZE,2020,M
128788,Markus,Schiffner,,0,,0,AUT,2020,M
177223,Matthew,Soukup,,0,,0,CAN,2020,M
161594,Vojtech,Stursa,,0,,0,CZE,2020,M
182349,Fredrik,Villumstad,,0,,0,NOR,2020,M
182407,Pawel,Wasek,,0,,0,POL,2020,M
192476,Oscar P,Westerheim,,0,,0,NOR,2020,M
180709,Halvor Egner,Granerud,1,1572,19,28,NOR,2021,M
117441,Markus,Eisenbichler,2,1190,3,172,GER,2021,M
73228,Kamil,Stoch,3,955,31,11,POL,2021,M
155620,Ryoyu,Kobayashi,4,919,2,260,JPN,2021,M
128806,Robert,Johansson,5,884,7,110,NOR,2021,M
128621,Karl,Geiger,6,826,1,260,GER,2021,M
73232,Piotr,Zyla,7,825,10,82,POL,2021,M
111251,Dawid,Kubacki,8,786,19,28,POL,2021,M
162711,Anze,Lanisek,9,775,21,26,SLO,2021,M
174872,Marius,Lindvik,10,612,,0,NOR,2021,M
149215,Yukiya,Sato,11,581,8,109,JPN,2021,M
139429,Daniel,Huber,12,561,6,114,AUT,2021,M
179422,Bor,Pavlovcic,13,559,4,141,SLO,2021,M
147547,Daniel Andre,Tande,14,543,,0,NOR,2021,M
99976,Pius,Paschke,15,514,13,55,GER,2021,M
174246,Andrzej,Stekala,16,473,17,29,POL,2021,M
128286,Stefan,Kraft,17,429,22,24,AUT,2021,M
117835,Michael,Hayboeck,18,347,9,94,AUT,2021,M
147549,Johann Andre,Forfang,19,338,11,76,NOR,2021,M
182815,Keiichi,Sato,20,291,34,9,JPN,2021,M
147015,Philipp,Aschenwald,21,265,32,10,AUT,2021,M
186516,Domen,Prevc,22,241,5,132,SLO,2021,M
131309,Peter,Prevc,23,230,15,44,SLO,2021,M
166435,Martin,Hamann,24,216,38,3,GER,2021,M
164624,Ziga,Jelar,25,207,12,58,SLO,2021,M
124118,Gregor,Deschwanden,26,206,35,7,SUI,2021,M
149455,Jakub,Wolny,27,195,14,49,POL,2021,M
144610,Mikhail,Nazarov,28,176,16,41,RUS,2021,M
72563,Severin,Freund,29,160,32,10,GER,2021,M
189105,Constantin,Schmid,30,151,23,20,GER,2021,M
120379,Klemens,Muranka,31,141,40,2,POL,2021,M
78803,Mackenzie,Boyd-clowes,32,115,,0,CAN,2021,M
126003,Junshiro,Kobayashi,33,113,30,12,JPN,2021,M
160506,Naoki,Nakamura,34,111,17,29,JPN,2021,M
172117,Evgenii,Klimov,35,110,25,16,RUS,2021,M
128446,Thomas,Lackner,36,93,,0,AUT,2021,M
182547,Antti,Aalto,37,90,,0,FIN,2021,M
164621,Cene,Prevc,38,83,27,14,SLO,2021,M
197640,Jan,Hoerl,39,82,35,7,AUT,2021,M
128281,Aleksander,Zniszczol,40,81,,0,POL,2021,M
973,Simon,Ammann,41,77,,0,SUI,2021,M
128788,Markus,Schiffner,42,76,25,16,AUT,2021,M
209871,Sander Vossan,Eriksen,43,63,,0,NOR,2021,M
181027,Artti,Aigro,43,63,24,18,EST,2021,M
182407,Pawel,Wasek,45,62,,0,POL,2021,M
188590,Timi,Zajc,46,60,40,2,SLO,2021,M
171479,Tilen,Bartol,47,58,37,6,SLO,2021,M
189097,Anders,Haare,48,52,,0,NOR,2021,M
17013,Manuel,Fettner,49,50,,0,AUT,2021,M
180889,Niko,Kytosaho,50,47,,0,FIN,2021,M
196759,Daniel,Tschofenig,51,30,,0,AUT,2021,M
130646,Anze,Semenic,51,30,29,13,SLO,2021,M
174348,Clemens,Leitner,53,27,,0,AUT,2021,M
194057,Dominik,Peter,54,25,,0,SUI,2021,M
73166,Daiki,Ito,55,21,,0,JPN,2021,M
111930,Vladimir,Zografski,56,19,,0,BUL,2021,M
135583,Roman,Trofimov,56,19,,0,RUS,2021,M
118113,Maciej,Kot,58,17,,0,POL,2021,M
128448,Ulrich,Wohlgenannt,58,17,,0,AUT,2021,M
203375,Thomas Aasen,Markeng,60,15,,0,NOR,2021,M
175837,Maximilian,Steiner,60,15,,0,AUT,2021,M
200666,Lovro,Kos,62,14,27,14,SLO,2021,M
189068,David,Haagen,63,13,,0,AUT,2021,M
174269,Timon-Pascal,Kahofer,64,9,,0,AUT,2021,M
195981,Giovanni,Bresadola,65,8,,0,ITA,2021,M
106378,Gregor,Schlierenzauer,65,8,,0,AUT,2021,M
221235,Danil,Sadreev,67,6,,0,RUS,2021,M
90236,Denis,Kornilov,68,5,,0,RUS,2021,M
174572,Viktor,Polasek,69,4,,0,CZE,2021,M
128618,Richard,Freitag,69,4,,0,GER,2021,M
136813,Jarkko,Maatta,71,3,38,3,FIN,2021,M
180692,Casey,Larson,71,3,,0,USA,2021,M
196429,Jernej,Presecnik,71,3,,0,SLO,2021,M
108867,Cestmir,Kozisek,74,2,,0,CZE,2021,M
73229,Stefan,Hula,74,2,,0,POL,2021,M
177223,Matthew,Soukup,76,1,,0,CAN,2021,M
196003,Tomasz,Pilch,76,1,,0,POL,2021,M
175089,Alex,Insam,76,1,,0,ITA,2021,M
189318,Moritz,Baer,,0,,0,GER,2021,M
182062,Mathis,Contamine,,0,,0,FRA,2021,M
217495,Decker,Dean,,0,,0,USA,2021,M
212387,Valentin,Foubert,,0,,0,FRA,2021,M
104161,Roman,Koudelka,,0,,0,CZE,2021,M
187276,Kilian,Maerkl,,0,,0,GER,2021,M
237330,Ilya,Mankov,,0,,0,RUS,2021,M
197930,Stefan,Rainer,,0,,0,AUT,2021,M
188723,Luca,Roth,,0,,0,GER,2021,M
166437,David,Siegel,,0,,0,GER,2021,M
174244,Andreas,Wellinger,,0,,0,GER,2021,M
155620,Ryoyu,Kobayashi,1,1621,9,143,JPN,2022,M
128621,Karl,Geiger,2,1515,10,95,GER,2022,M
174872,Marius,Lindvik,3,1231,6,160,NOR,2022,M
180709,Halvor Egner,Granerud,4,1227,18,51,NOR,2022,M
128286,Stefan,Kraft,5,1069,3,224,AUT,2022,M
117441,Markus,Eisenbichler,6,950,16,54,GER,2022,M
162711,Anze,Lanisek,7,936,5,171,SLO,2022,M
188590,Timi,Zajc,8,711,2,260,SLO,2022,M
197640,Jan,Hoerl,9,662,28,17,AUT,2022,M
164621,Cene,Prevc,10,657,21,45,SLO,2022,M
139429,Daniel,Huber,11,556,22,37,AUT,2022,M
128806,Robert,Johansson,12,531,,0,NOR,2022,M
149215,Yukiya,Sato,13,530,8,151,JPN,2022,M
73232,Piotr,Zyla,14,480,6,160,POL,2022,M
131309,Peter,Prevc,15,460,4,194,SLO,2022,M
153777,Killian,Peier,16,451,44,1,SUI,2022,M
17013,Manuel,Fettner,17,424,13,74,AUT,2022,M
200666,Lovro,Kos,18,403,26,30,SLO,2022,M
73228,Kamil,Stoch,19,397,13,74,POL,2022,M
164624,Ziga,Jelar,20,389,1,270,SLO,2022,M
147547,Daniel Andre,Tande,21,339,,0,NOR,2022,M
117450,Stephan,Leyhe,22,333,35,9,GER,2022,M
189105,Constantin,Schmid,23,332,31,15,GER,2022,M
147549,Johann Andre,Forfang,24,303,15,73,NOR,2022,M
196759,Daniel,Tschofenig,25,251,20,46,AUT,2022,M
124118,Gregor,Deschwanden,26,243,40,6,SUI,2022,M
111251,Dawid,Kubacki,27,231,11,83,POL,2022,M
147015,Philipp,Aschenwald,28,220,,0,AUT,2022,M
174244,Andreas,Wellinger,29,219,25,36,GER,2022,M
72563,Severin,Freund,30,211,22,37,GER,2022,M
160506,Naoki,Nakamura,31,196,31,15,JPN,2022,M
126003,Junshiro,Kobayashi,32,179,43,2,JPN,2022,M
99976,Pius,Paschke,33,174,,0,GER,2022,M
172117,Evgenii,Klimov,34,163,,0,RUS,2022,M
128447,Clemens,Aigner,35,153,,0,AUT,2022,M
128448,Ulrich,Wohlgenannt,36,133,34,14,AUT,2022,M
117835,Michael,Hayboeck,37,117,12,79,AUT,2022,M
221235,Danil,Sadreev,38,101,,0,RUS,2022,M
73166,Daiki,Ito,39,88,,0,JPN,2022,M
196315,Eetu,Nousiainen,40,65,19,48,FIN,2022,M
973,Simon,Ammann,41,64,40,6,SUI,2022,M
182349,Fredrik,Villumstad,42,62,,0,NOR,2022,M
182407,Pawel,Wasek,43,61,,0,POL,2022,M
186516,Domen,Prevc,44,60,17,53,SLO,2022,M
128446,Thomas,Lackner,45,49,35,9,AUT,2022,M
245133,Bendik Jakobsen,Heggli,46,48,22,37,NOR,2022,M
149455,Jakub,Wolny,47,46,27,22,POL,2022,M
188525,Justin,Lisso,48,44,,0,GER,2022,M
182815,Keiichi,Sato,49,38,44,1,JPN,2022,M
111930,Vladimir,Zografski,50,35,,0,BUL,2022,M
180889,Niko,Kytosaho,50,35,35,9,FIN,2022,M
227609,Markus,Mueller,52,34,,0,AUT,2022,M
128788,Markus,Schiffner,53,31,,0,AUT,2022,M
185562,Robin,Pedersen,53,31,,0,NOR,2022,M
181027,Artti,Aigro,55,30,29,16,EST,2022,M
135583,Roman,Trofimov,56,29,,0,RUS,2022,M
194057,Dominik,Peter,57,23,,0,SUI,2022,M
182547,Antti,Aalto,58,22,,0,FIN,2022,M
128618,Richard,Freitag,59,20,,0,GER,2022,M
174246,Andrzej,Stekala,60,19,29,16,POL,2022,M
130646,Anze,Semenic,61,17,31,15,SLO,2022,M
196090,Philipp,Raimund,62,16,,0,GER,2022,M
78803,Mackenzie,Boyd-clowes,63,15,,0,CAN,2022,M
144610,Mikhail,Nazarov,64,10,,0,RUS,2022,M
179422,Bor,Pavlovcic,65,9,35,9,SLO,2022,M
175837,Maximilian,Steiner,66,8,,0,AUT,2022,M
128281,Aleksander,Zniszczol,66,8,42,3,POL,2022,M
217495,Decker,Dean,66,8,,0,USA,2022,M
180707,Markus,Rupitsch,69,7,,0,AUT,2022,M
192465,Joacim Oedegaard,Bjoereng,69,7,39,7,NOR,2022,M
140329,Anders,Fannemel,71,6,,0,NOR,2022,M
192144,Aleksandr,Bazhenov,71,6,,0,RUS,2022,M
195981,Giovanni,Bresadola,71,6,,0,ITA,2022,M
104161,Roman,Koudelka,74,4,,0,CZE,2022,M
73229,Stefan,Hula,74,4,,0,POL,2022,M
151263,Fatih Arda,Ipcioglu,76,2,,0,TUR,2022,M
173399,Kevin,Bickner,,0,,0,USA,2022,M
184854,Daniel Andrei,Cacina,,0,,0,ROU,2022,M
201641,Francesco,Cecon,,0,,0,ITA,2022,M
151262,Muhammet Irfan,Cintimar,,0,,0,TUR,2022,M
178035,Andrei,Feldorean,,0,,0,ROU,2022,M
189097,Anders,Haare,,0,,0,NOR,2022,M
166436,Felix,Hoffmann,,0,,0,GER,2022,M
175089,Alex,Insam,,0,,0,ITA,2022,M
212115,Kacper,Juroszek,,0,,0,POL,2022,M
180692,Casey,Larson,,0,,0,USA,2022,M
182033,Kevin,Maltsev,,0,,0,EST,2022,M
237330,Ilya,Mankov,,0,,0,RUS,2022,M
201766,Zak,Mogel,,0,,0,SLO,2022,M
136242,Sabirzhan,Muminov,,0,,0,KAZ,2022,M
212601,Benjamin,Oestvold,,0,,0,NOR,2022,M
174572,Viktor,Polasek,,0,,0,CZE,2022,M
197930,Stefan,Rainer,,0,,0,AUT,2022,M
204489,Sondre,Ringen,,0,,0,NOR,2022,M
177223,Matthew,Soukup,,0,,0,CAN,2022,M
236223,Soelve Jokerud,Strand,,0,,0,NOR,2022,M
196057,Sergey,Tkachenko,,0,,0,KAZ,2022,M
180709,Halvor Egner,Granerud,1,2128,2,450,NOR,2023,M
128286,Stefan,Kraft,2,1790,1,480,AUT,2023,M
162711,Anze,Lanisek,3,1679,3,314,SLO,2023,M
111251,Dawid,Kubacki,4,1592,22,72,POL,2023,M
155620,Ryoyu,Kobayashi,5,1065,8,164,JPN,2023,M
73232,Piotr,Zyla,6,984,7,210,POL,2023,M
174244,Andreas,Wellinger,7,902,9,161,GER,2023,M
188590,Timi,Zajc,8,853,4,311,SLO,2023,M
196759,Daniel,Tschofenig,9,851,10,140,AUT,2023,M
17013,Manuel,Fettner,10,755,18,95,AUT,2023,M
128621,Karl,Geiger,11,736,25,38,GER,2023,M
117835,Michael,Hayboeck,12,688,15,113,AUT,2023,M
197640,Jan,Hoerl,13,639,6,213,AUT,2023,M
73228,Kamil,Stoch,14,608,13,114,POL,2023,M
117441,Markus,Eisenbichler,15,607,11,120,GER,2023,M
147549,Johann Andre,Forfang,16,574,13,114,NOR,2023,M
164624,Ziga,Jelar,17,498,16,111,SLO,2023,M
186516,Domen,Prevc,18,449,5,237,SLO,2023,M
147547,Daniel Andre,Tande,18,449,21,74,NOR,2023,M
174872,Marius,Lindvik,20,393,23,50,NOR,2023,M
128806,Robert,Johansson,21,387,17,108,NOR,2023,M
200666,Lovro,Kos,22,309,24,47,SLO,2023,M
189105,Constantin,Schmid,23,280,38,9,GER,2023,M
160506,Naoki,Nakamura,24,275,19,93,JPN,2023,M
131309,Peter,Prevc,25,274,49,2,SLO,2023,M
124118,Gregor,Deschwanden,26,270,12,118,SUI,2023,M
219184,Kristoffer Eriksen,Sundal,27,246,28,30,NOR,2023,M
117450,Stephan,Leyhe,28,231,42,4,GER,2023,M
128447,Clemens,Aigner,29,227,49,2,AUT,2023,M
196090,Philipp,Raimund,30,218,,0,GER,2023,M
182407,Pawel,Wasek,31,190,35,10,POL,2023,M
128281,Aleksander,Zniszczol,32,181,20,78,POL,2023,M
195981,Giovanni,Bresadola,33,170,26,33,ITA,2023,M
147015,Philipp,Aschenwald,34,168,33,13,AUT,2023,M
99976,Pius,Paschke,34,168,42,4,GER,2023,M
245133,Bendik Jakobsen,Heggli,36,85,27,31,NOR,2023,M
180889,Niko,Kytosaho,37,77,29,22,FIN,2023,M
182547,Antti,Aalto,38,69,,0,FIN,2023,M
111930,Vladimir,Zografski,39,63,,0,BUL,2023,M
188525,Justin,Lisso,40,60,,0,GER,2023,M
174348,Clemens,Leitner,41,59,35,10,AUT,2023,M
204078,Rok,Masle,42,51,31,16,SLO,2023,M
194909,Ren,Nikaido,43,49,,0,JPN,2023,M
203984,Jan,Habdas,44,48,,0,POL,2023,M
194057,Dominik,Peter,45,44,42,4,SUI,2023,M
175089,Alex,Insam,46,40,35,10,ITA,2023,M
973,Simon,Ammann,47,38,32,14,SUI,2023,M
78803,Mackenzie,Boyd-clowes,48,35,,0,CAN,2023,M
181027,Artti,Aigro,49,33,42,4,EST,2023,M
196003,Tomasz,Pilch,50,30,,0,POL,2023,M
201766,Zak,Mogel,51,29,49,2,SLO,2023,M
196784,Jonas,Schuster,52,26,,0,AUT,2023,M
204489,Sondre,Ringen,53,24,41,5,NOR,2023,M
190011,Yevhen,Marusiak,54,21,30,18,UKR,2023,M
149215,Yukiya,Sato,54,21,38,9,JPN,2023,M
192465,Joacim Oedegaard,Bjoereng,56,19,34,11,NOR,2023,M
212115,Kacper,Juroszek,57,18,,0,POL,2023,M
212601,Benjamin,Oestvold,58,17,38,9,NOR,2023,M
237347,Erik,Belshaw,58,17,,0,USA,2023,M
151263,Fatih Arda,Ipcioglu,60,16,,0,TUR,2023,M
175837,Maximilian,Steiner,60,16,47,3,AUT,2023,M
196315,Eetu,Nousiainen,62,15,,0,FIN,2023,M
204197,Remo,Imhof,63,14,,0,SUI,2023,M
126003,Junshiro,Kobayashi,63,14,,0,JPN,2023,M
182815,Keiichi,Sato,63,14,,0,JPN,2023,M
180692,Casey,Larson,66,13,,0,USA,2023,M
239973,Vilho,Palosaari,66,13,,0,FIN,2023,M
235721,Maksim,Bartolj,68,11,,0,SLO,2023,M
104161,Roman,Koudelka,68,11,,0,CZE,2023,M
182349,Fredrik,Villumstad,70,10,,0,NOR,2023,M
166436,Felix,Hoffmann,70,10,47,3,GER,2023,M
227609,Markus,Mueller,72,8,,0,AUT,2023,M
180707,Markus,Rupitsch,73,7,,0,AUT,2023,M
217495,Decker,Dean,74,6,42,4,USA,2023,M
153777,Killian,Peier,74,6,,0,SUI,2023,M
202354,Andrew,Urlaub,76,5,,0,USA,2023,M
201747,Matija,Vidic,76,5,,0,SLO,2023,M
140329,Anders,Fannemel,78,4,,0,NOR,2023,M
73229,Stefan,Hula,78,4,,0,POL,2023,M
118113,Maciej,Kot,78,4,,0,POL,2023,M
209633,Maximilian,Ortner,81,3,,0,AUT,2023,M
73277,Taku,Takeuchi,82,2,,0,JPN,2023,M
213180,Danil,Vassilyev,82,2,,0,KAZ,2023,M
184854,Daniel Andrei,Cacina,82,2,,0,ROU,2023,M
182033,Kevin,Maltsev,85,1,,0,EST,2023,M
128448,Ulrich,Wohlgenannt,85,1,52,1,AUT,2023,M
204186,Radek,Rydl,85,1,,0,CZE,2023,M
193864,Muhammed Ali,Bedir,,0,,0,TUR,2023,M
201641,Francesco,Cecon,,0,,0,ITA,2023,M
189097,Anders,Haare,,0,,0,NOR,2023,M
166435,Martin,Hamann,,0,,0,GER,2023,M
213088,Kalle,Heikkinen,,0,,0,FIN,2023,M
227853,Sindre Ulven,Joergensen,,0,,0,NOR,2023,M
205771,Francisco,Moerth,,0,,0,AUT,2023,M
136242,Sabirzhan,Muminov,,0,,0,KAZ,2023,M
250353,Iver,Olaussen,,0,,0,NOR,2023,M
188723,Luca,Roth,,0,,0,GER,2023,M
174246,Andrzej,Stekala,,0,,0,POL,2023,M
149455,Jakub,Wolny,,0,,0,POL,2023,M
128286,Stefan,Kraft,1,2149,2,426,AUT,2024,M
155620,Ryoyu,Kobayashi,2,1673,6,189,JPN,2024,M
174244,Andreas,Wellinger,3,1488,7,174,GER,2024,M
197640,Jan,Hoerl,4,1140,28,34,AUT,2024,M
131309,Peter,Prevc,5,1071,3,382,SLO,2024,M
117835,Michael,Hayboeck,6,882,10,157,AUT,2024,M
147549,Johann Andre,Forfang,7,867,8,172,NOR,2024,M
174872,Marius,Lindvik,8,854,12,122,NOR,2024,M
200666,Lovro,Kos,9,792,16,99,SLO,2024,M
99976,Pius,Paschke,10,778,18,93,GER,2024,M
196759,Daniel,Tschofenig,11,747,11,147,AUT,2024,M
17013,Manuel,Fettner,12,703,15,103,AUT,2024,M
186516,Domen,Prevc,13,663,5,270,SLO,2024,M
162711,Anze,Lanisek,14,661,29,32,SLO,2024,M
139429,Daniel,Huber,15,647,1,429,AUT,2024,M
188590,Timi,Zajc,16,640,4,296,SLO,2024,M
128621,Karl,Geiger,17,623,31,31,GER,2024,M
124118,Gregor,Deschwanden,18,552,24,47,SUI,2024,M
128281,Aleksander,Zniszczol,19,524,9,160,POL,2024,M
196090,Philipp,Raimund,20,461,27,45,GER,2024,M
219184,Kristoffer Eriksen,Sundal,21,458,33,21,NOR,2024,M
194909,Ren,Nikaido,22,449,21,70,JPN,2024,M
117450,Stephan,Leyhe,23,425,29,32,GER,2024,M
180709,Halvor Egner,Granerud,24,409,14,105,NOR,2024,M
73232,Piotr,Zyla,25,292,20,79,POL,2024,M
73228,Kamil,Stoch,26,256,17,94,POL,2024,M
175089,Alex,Insam,27,215,22,61,ITA,2024,M
111251,Dawid,Kubacki,28,213,39,5,POL,2024,M
128806,Robert,Johansson,29,195,13,109,NOR,2024,M
180889,Niko,Kytosaho,30,189,24,47,FIN,2024,M
195981,Giovanni,Bresadola,31,175,24,47,ITA,2024,M
128447,Clemens,Aigner,32,165,,0,AUT,2024,M
104161,Roman,Koudelka,33,163,,0,CZE,2024,M
126003,Junshiro,Kobayashi,34,143,32,28,JPN,2024,M
237347,Erik,Belshaw,35,137,19,86,USA,2024,M
212601,Benjamin,Oestvold,36,131,35,13,NOR,2024,M
111930,Vladimir,Zografski,37,93,,0,BUL,2024,M
147547,Daniel Andre,Tande,38,90,,0,NOR,2024,M
229566,Stephan,Embacher,39,86,,0,AUT,2024,M
182547,Antti,Aalto,40,85,42,3,FIN,2024,M
153777,Killian,Peier,41,79,,0,SUI,2024,M
274243,Tate,Frantz,42,71,34,15,USA,2024,M
181027,Artti,Aigro,43,66,37,9,EST,2024,M
166435,Martin,Hamann,44,59,,0,GER,2024,M
190011,Yevhen,Marusiak,45,57,23,51,UKR,2024,M
166436,Felix,Hoffmann,46,49,40,4,GER,2024,M
227853,Sindre Ulven,Joergensen,47,42,,0,NOR,2024,M
182407,Pawel,Wasek,47,42,,0,POL,2024,M
189105,Constantin,Schmid,49,39,,0,GER,2024,M
204197,Remo,Imhof,50,30,,0,SUI,2024,M
201766,Zak,Mogel,51,28,40,4,SLO,2024,M
973,Simon,Ammann,52,27,,0,SUI,2024,M
185562,Robin,Pedersen,53,24,43,1,NOR,2024,M
196315,Eetu,Nousiainen,53,24,,0,FIN,2024,M
118113,Maciej,Kot,55,21,,0,POL,2024,M
160506,Naoki,Nakamura,56,15,,0,JPN,2024,M
212624,Kasperi,Valto,57,12,,0,FIN,2024,M
235721,Maksim,Bartolj,58,10,36,10,SLO,2024,M
182349,Fredrik,Villumstad,58,10,,0,NOR,2024,M
29533,Noriaki,Kasai,58,10,38,6,JPN,2024,M
212387,Valentin,Foubert,61,8,,0,FRA,2024,M
164624,Ziga,Jelar,62,7,,0,SLO,2024,M
202354,Andrew,Urlaub,63,4,,0,USA,2024,M
151263,Fatih Arda,Ipcioglu,64,3,,0,TUR,2024,M
182815,Keiichi,Sato,64,3,,0,JPN,2024,M
217472,Andrea,Campregher,64,3,,0,ITA,2024,M
73277,Taku,Takeuchi,67,2,,0,JPN,2024,M
